Wilayah,Propinsi,UN SMP,UN SMA IPA,UN SMA IPS,Tahun
Kab. Lembata,Nusa Tenggara Timur,47.22,47.19,42.55,2019
Kab. Rote Ndao,Nusa Tenggara Timur,51.59,44.6,39.76,2019
Kab. Manggarai Barat,Nusa Tenggara Timur,61.7,48.42,47.01,2019
Kab. Nagekeo,Nusa Tenggara Timur,47.47,48.83,44.79,2019
Kab. Sumba Tengah,Nusa Tenggara Timur,54.36,40.64,32.98,2019
Kab. Sumba Barat Daya,Nusa Tenggara Timur,50.39,38.3,34.74,2019
Kab. Manggarai Timur,Nusa Tenggara Timur,60.94,45.65,45.7,2019
Kab. Sabu Raijua,Nusa Tenggara Timur,49.77,39.23,34.56,2019
Kab. Malaka,Nusa Tenggara Timur,50.63,35.84,33.13,2019
Kota Kupang,Nusa Tenggara Timur,49.32,49.65,42.1,2019
Prov. Papua,Papua,50.32,44.45,39.74,2019
Kab. Jayapura,Papua,43.31,41.66,34.06,2019
Kab. Biak Numfor,Papua,55.5,41.63,38.91,2019
Kab. Kepulauan Yapen,Papua,40.43,38.69,32.96,2019
Kab. Merauke,Papua,46.56,46.96,38.19,2019
Kab. Jayawijaya,Papua,60.27,41.27,39.24,2019
Kab. Nabire,Papua,46.99,46.29,38.08,2019
Kab. Paniai,Papua,70.05,35.59,39.38,2019
Kab. Puncak Jaya,Papua,40.5,28.4,30.05,2019
Kab. Mimika,Papua,47.14,46.76,41.19,2019
Kab. Boven Digoel,Papua,41.37,37.85,35.27,2019
Kab. Mappi,Papua,41.08,36.84,33.12,2019
Kab. Asmat,Papua,54.86,45.56,43.87,2019
Kab. Yahukimo,Papua,69.58,50.6,58.22,2019
Kab. Pegunungan Bintang,Papua,47.54,41.01,39.98,2019
Kab. Tolikara,Papua,68.18,53.65,54.17,2019
Kab. Sarmi,Papua,40.98,40.01,35.0,2019
Kab. Keerom,Papua,45.51,43.22,37.3,2019
Kab. Waropen,Papua,42.94,38.08,34.12,2019
Kab. Supiori,Papua,36.58,33.98,32.05,2019
Kab. Mamberamo Raya,Papua,56.49,44.6,49.02,2019
Kab. Nduga,Papua,64.56,0.0,52.95,2019
Kab. Lanny Jaya,Papua,61.51,46.07,42.33,2019
Kab. Mamberamo Tengah,Papua,69.73,49.47,55.35,2019
Kab. Yalimo,Papua,63.87,53.57,55.55,2019
kab. Puncak,Papua,61.8,51.88,53.18,2019
Kab. Dogiyai,Papua,54.35,51.31,62.41,2019
Kab. Deiyai,Papua,50.3,35.12,36.62,2019
Kab. Intan Jaya,Papua,66.18,46.78,57.45,2019
Kota Jayapura,Papua,47.68,50.96,39.89,2019
Prov. Bengkulu,Bengkulu,47.39,50.86,45.59,2019
Kab. Bengkulu Utara,Bengkulu,47.33,49.29,44.17,2019
Kab. Rejang Lebong,Bengkulu,47.88,52.78,47.98,2019
Kab. Bengkulu Selatan,Bengkulu,45.84,49.86,44.88,2019
Kab. Mukomuko,Bengkulu,46.76,47.83,42.98,2019
Kab. Kepahiang,Bengkulu,45.09,48.62,44.14,2019
Kab. Lebong,Bengkulu,45.81,52.0,43.58,2019
Kab. Kaur,Bengkulu,43.54,47.23,41.06,2019
Kab. Seluma,Bengkulu,44.14,44.1,39.5,2019
Kab. Bengkulu Tengah,Bengkulu,47.08,45.42,42.65,2019
Kota Bengkulu,Bengkulu,52.42,56.68,51.74,2019
Prov. Maluku Utara,Maluku Utara,52.57,43.04,38.09,2019
Kab. Pulau Taliabu,Maluku Utara,52.57,45.11,45.76,2019
Kab. Halmahera Tengah,Maluku Utara,55.29,41.67,37.58,2019
Kab. Halmahera Barat,Maluku Utara,53.61,42.8,40.79,2019
Kab. halmahera Utara,Maluku Utara,47.04,40.4,35.48,2019
Kab. Halmahera Selatan,Maluku Utara,52.93,38.63,35.0,2019
Kab. Halmahera Timur,Maluku Utara,54.45,40.72,36.18,2019
Kab. Kepulauan Sula,Maluku Utara,63.05,42.35,36.57,2019
Kab. Kepulauan Morotai,Maluku Utara,55.19,39.0,36.39,2019
Kota Ternate,Maluku Utara,47.75,46.0,38.75,2019
Kota Tidore Kepulauan,Maluku Utara,54.08,49.73,41.57,2019
Prov. Banten,Banten,50.08,54.55,48.19,2019
Kab. Pandeglang,Banten,43.79,47.28,41.61,2019
Kab. Lebak,Banten,43.63,45.93,42.17,2019
Kab. Tangerang,Banten,48.61,53.41,46.84,2019
Kab. Serang,Banten,43.77,46.25,41.56,2019
Kota Cilegon,Banten,56.5,56.12,49.17,2019
Kota Tangerang,Banten,56.39,59.7,54.37,2019
Kota Serang,Banten,48.27,52.92,46.05,2019
Kota Tangerang Selatan,Banten,61.3,67.1,59.75,2019
Prov. Bangka Belitung,Bangka Belitung,52.75,55.4,50.36,2019
Kab. Bangka,Bangka Belitung,52.17,54.45,50.95,2019
Kab. Belitung,Bangka Belitung,53.98,57.05,52.27,2019
Kab. Bangka Tengah,Bangka Belitung,50.62,52.76,49.24,2019
Kab. Bangka Barat,Bangka Belitung,51.08,52.22,47.31,2019
Kab. Bangka Selatan,Bangka Belitung,47.38,48.66,45.49,2019
Kab. Belitung Timur,Bangka Belitung,54.61,58.74,49.46,2019
Kota Pangkalpinang,Bangka Belitung,59.02,63.98,56.31,2019
Prov. Gorontalo,Gorontalo,46.18,46.57,41.11,2019
Kab. Boalemo,Gorontalo,47.09,43.99,40.83,2019
Kab. Gorontalo,Gorontalo,45.15,45.63,40.66,2019
Kab. Pohuwato,Gorontalo,46.36,42.82,38.27,2019
Kab. Bone Bolango,Gorontalo,46.5,48.14,41.42,2019
Kab. Gorontalo Utara,Gorontalo,47.33,42.48,40.83,2019
Kota Gorontalo,Gorontalo,46.29,52.51,44.46,2019
Prov. Kepulauan Riau,Kepulauan Riau,56.01,57.49,50.33,2019
Kab. Bintan,Kepulauan Riau,52.87,53.61,46.56,2019
Kab. Karimun,Kepulauan Riau,50.86,51.8,48.31,2019
Kab. Natuna,Kepulauan Riau,47.44,44.5,39.38,2019
Kab. Lingga,Kepulauan Riau,47.85,50.05,44.86,2019
Kab. Kepulauan Anambas,Kepulauan Riau,46.62,43.67,40.51,2019
Kota Batam,Kepulauan Riau,58.95,61.98,53.95,2019
Kota Tanjungpinang,Kepulauan Riau,57.89,63.81,52.69,2019
Prov. Papua Barat,Papua Barat,52.41,48.14,41.86,2019
Kab. Fakfak,Papua Barat,48.91,50.54,40.42,2019
Kab. Kaimana,Papua Barat,43.71,45.08,37.73,2019
Kab. Teluk Wondama,Papua Barat,55.65,40.02,36.76,2019
Kab. Teluk Bintuni,Papua Barat,51.34,49.93,46.19,2019
Kab. Manokwari,Papua Barat,52.11,45.69,38.68,2019
Kab. Sorong Selatan,Papua Barat,65.58,45.75,41.79,2019
Kab. Sorong,Papua Barat,49.11,52.49,42.89,2019
Kab. Raja Ampat,Papua Barat,58.58,48.59,52.54,2019
Kab. Tambrauw,Papua Barat,50.29,43.02,45.23,2019
Kab. Maybrat,Papua Barat,62.18,42.25,42.26,2019
Kab. Pegunungan Arfak,Papua Barat,58.03,58.34,55.44,2019
Kab. Manokwari Selatan,Papua Barat,50.31,40.76,33.7,2019
Kota Sorong,Papua Barat,50.78,49.82,39.17,2019
Prov. Sulawesi Barat,Sulawesi Barat,45.48,44.51,40.52,2019
Kab. Mamuju,Sulawesi Barat,42.6,44.47,39.84,2019
Kab. Pasangkayu,Sulawesi Barat,44.57,42.1,39.62,2019
Kab. Polewali Mandar,Sulawesi Barat,43.16,45.53,41.3,2019
Kab. Mamasa,Sulawesi Barat,56.49,44.93,41.6,2019
Kab. Majene,Sulawesi Barat,43.34,46.18,40.42,2019
Kab. Mamuju Tengah,Sulawesi Barat,42.88,43.3,39.98,2019
Prov. Kalimantan Utara,Kalimantan Utara,50.22,50.67,45.67,2019
Kab. Malinau,Kalimantan Utara,49.51,46.42,42.44,2019
Kab. Bulungan,Kalimantan Utara,48.58,50.91,46.21,2019
Kab. Tana Tidung,Kalimantan Utara,47.11,49.01,45.17,2019
Kab. Nunukan,Kalimantan Utara,47.99,48.4,43.39,2019
